v1,v2,Label
ham,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,FALSE
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",TRUE
ham,Bbq this sat at mine from 6ish. Ur welcome 2 come,FALSE
ham,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough ‰Û_",FALSE
ham,Alright. I'm out--have a good night!,FALSE
ham,Did you try making another butt.,FALSE
ham,Hope you are feeling great. Pls fill me in. Abiola,FALSE
ham,I though we shd go out n have some fun so bar in town or something ‰ÛÒ sound ok?,FALSE
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",FALSE
spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",TRUE
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",TRUE
ham,We're finally ready fyi,FALSE
ham,Auntie huai juan never pick up her phone,FALSE
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,TRUE
ham,"Ya tel, wats ur problem..",FALSE
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,TRUE
ham,i dnt wnt to tlk wid u,FALSE
ham,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!""",FALSE
ham,Its ok my arm is feeling weak cuz i got a shot so we can go another time,FALSE
ham,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,FALSE
ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",FALSE
ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,FALSE
ham,All e best 4 ur exam later.,FALSE
ham,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,FALSE
ham,Oh k.i think most of wi and nz players unsold.,FALSE
ham,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",FALSE
ham,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",FALSE
ham,"Haha just kidding, papa needs drugs",FALSE
ham,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",FALSE
ham,Oh ok..,FALSE
ham,R we still meeting 4 dinner tonight?,FALSE
ham,Thats cool! I am a gentleman and will treat you with dignity and respect.,FALSE
ham,Shall i start from hear.,FALSE
ham,Then we wait 4 u lor... No need 2 feel bad lar...,FALSE
ham,No did you check? I got his detailed message now,FALSE
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,FALSE
ham,"No, I decided that only people who care about stuff vote and caring about stuff is for losers",FALSE
ham,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,FALSE
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,FALSE
ham,cool. We will have fun practicing making babies!,FALSE
ham,Actually getting ready to leave the house.,FALSE
ham,K..k..any special today?,FALSE
spam,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",TRUE
ham,Then we gotta do it after that,FALSE
ham,"I've got ten bucks, jay is being noncomittal",FALSE
ham,Where at were hungry too,FALSE
ham,Pls speak to that customer machan.,FALSE
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,FALSE
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",FALSE
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,TRUE
ham,So wats ur opinion abt him and how abt is character?,FALSE
ham,Jay is snickering and tells me that x is totally fucking up the chords as we speak,FALSE
ham,No..few hours before.went to hair cut .,FALSE
ham,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,FALSE
ham,Lmao. Take a pic and send it to me.,FALSE
ham,"\Speak only when you feel your words are better than the silence...\"" Gud mrng:-)""",FALSE
ham,No. She's currently in scotland for that.,FALSE
ham,Do you work all this week ?,FALSE
spam,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,TRUE
ham,Lol great now im getting hungry.,FALSE
ham,Yes.. now only saw your message..,FALSE
ham,I'll be at mu in like  &lt;#&gt;  seconds,FALSE
ham,Ok...,FALSE
ham,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,FALSE
ham,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who \smokes too much\"" for the entire month of february",FALSE
spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!,TRUE
ham,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,FALSE
ham,"My painful personal thought- \I always try to keep everybody happy all the time. But nobody recognises me when i am alone\""""",FALSE
ham,Thanks for ve lovely wisheds. You rock,FALSE
ham,You intrepid duo you! Have a great time and see you both soon. ,FALSE
ham,I asked sen to come chennai and search for job.,FALSE
ham,Dad went out oredi... ,FALSE
ham,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",FALSE
ham,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,FALSE
ham,"Arms fine, how's Cardiff and uni? ",FALSE
ham,In fact when do you leave? I think addie goes back to school tues or wed,FALSE
ham,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: \GOODMORNING &amp; HAVE A NICE DAY\"" :)""",FALSE
ham,Ya:)going for restaurant..,FALSE
ham,"Its ok., i just askd did u knw tht no?",FALSE
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,TRUE
ham,Those ducking chinchillas,FALSE
ham,I am in a marriage function,FALSE
ham,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,FALSE
ham,Don‰Û÷t give a flying monkeys wot they think and I certainly don‰Û÷t mind. Any friend of mine and all that!,FALSE
spam,As a registered optin subscriber ur draw 4 å£100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,TRUE
ham,say thanks2.,FALSE
ham,Msg me when rajini comes.,FALSE
ham,Ya! when are Ì_ taking ure practical lessons? I start in june..  ,FALSE
ham,"That's good, because I need drugs",FALSE
ham,Stupid.its not possible,FALSE
ham,Can Ì_ all decide faster cos my sis going home liao..,FALSE
spam,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,TRUE
ham,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,FALSE
spam,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Callså£1/minmoremobsEMSPOBox45PO139WA,TRUE
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",FALSE
spam,Bought one ringtone and now getting texts costing 3 pound offering more tones etc,TRUE
ham,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",FALSE
ham,Kinda. First one gets in at twelve! Aah. Speak tomo,FALSE
spam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",TRUE
ham,Ok good then i later come find Ì_... C lucky i told Ì_ to go earlier... Later pple take finish Ì_ no more again...,FALSE
ham,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,FALSE
spam,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",TRUE
ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,FALSE
ham,I wont touch you with out your permission.,FALSE
spam,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Callså£1/minMobsmoreLKPOBOX177HP51FL,TRUE
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",FALSE
ham,Take some small dose tablet for fever,FALSE
ham,Oh. U must have taken your REAL Valentine out shopping first.,FALSE
ham,"Just sent you an email ‰ÛÒ to an address with incomm in it, is that right?",FALSE
ham,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",FALSE
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",FALSE
ham,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",FALSE
ham,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,FALSE
ham,Why you keeping me away like this,FALSE
ham,I think its far more than that but find out. Check google maps for a place from your dorm.,FALSE
ham,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,FALSE
ham,Have you always been saying welp?,FALSE
ham,"I'm a guy, browsin is compulsory",FALSE
ham,Ok...,FALSE
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,FALSE
ham,"Sorry, I'll call later",FALSE
ham,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",FALSE
ham,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",FALSE
ham,I told your number to gautham..,FALSE
ham,Tell them no need to investigate about me anywhere.,FALSE
ham,Ok i juz receive..,FALSE
ham,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",FALSE
spam,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",TRUE
ham,In the end she might still vomit but its okay. Not everything will come out.,FALSE
ham,How are you with moneY...as in to you...money aint a thing....how are you sha!,FALSE
ham,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,FALSE
ham,Hey gals.. Anyone of u going down to e driving centre tmr?,FALSE
ham,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,FALSE
ham,I'm putting it on now. It should be ready for  &lt;TIME&gt; ,FALSE
ham,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",FALSE
spam,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",TRUE
ham,Host-based IDPS for linux systems.,FALSE
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",TRUE
ham,Don no da:)whats you plan?,FALSE
ham,Ill be there on  &lt;#&gt;  ok.,FALSE
ham,Oh my God. I'm almost home,FALSE
ham,Total video converter free download type this in google search:),FALSE
spam,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,TRUE
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",FALSE
ham,Sounds like something that someone testing me would sayy,FALSE
ham,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,FALSE
ham,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",FALSE
ham,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,FALSE
ham,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",FALSE
ham,Hows the champ just leaving glasgow!,FALSE
ham,K:)all the best:)congrats...,FALSE
ham,I wonder if you'll get this text?,FALSE
ham,I need to come home and give you some good lovin...,FALSE
spam,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,TRUE
ham,Shall i ask one thing if you dont mistake me.,FALSE
ham,Check wid corect speling i.e. Sarcasm,FALSE
spam,"URGENT! Your Mobile No was awarded a å£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",TRUE
ham,Are you angry with me. What happen dear,FALSE
ham,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,FALSE
ham,Yup ok thanx...,FALSE
ham,Hi:)cts employee how are you?,FALSE
ham,Pls pls find out from aunt nike.,FALSE
ham,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",FALSE
ham,No screaming means shouting..,FALSE
ham,Hey what happen de. Are you alright.,FALSE
ham,Should I have picked up a receipt or something earlier,FALSE
ham,I think chennai well settled?,FALSE
ham,Oh dang! I didn't mean o send that to you! Lol!,FALSE
ham,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,FALSE
ham,Horrible bf... I now v hungry...,FALSE
ham,Remember on that day..,FALSE
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,TRUE
ham,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,FALSE
ham,All sounds good. Fingers . Makes it difficult to type,FALSE
ham,Midnight at the earliest,FALSE
ham,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,FALSE
ham,K come to nordstrom when you're done,FALSE
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,FALSE
ham,Now press conference da:),FALSE
spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",TRUE
ham,After completed degree. There is no use in joining finance.,FALSE
ham,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?",FALSE
ham,Shant disturb u anymore... Jia you...,FALSE
ham,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,FALSE
ham,"Me, i dont know again oh",FALSE
ham,Dude sux for snake. He got old and raiden got buff,FALSE
ham,He says hi and to get your ass back to south tampa (preferably at a kegger),FALSE
ham,In e msg jus now. U said thanks for gift.,FALSE
ham,U too...,FALSE
ham,Ok how you dear. Did you call chechi,FALSE
ham,Yeah we do totes. When u wanna?,FALSE
ham,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,FALSE
ham,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),FALSE
ham,Wat r u doing?,FALSE
ham,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,FALSE
ham,"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but",FALSE
ham,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",FALSE
ham,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,FALSE
ham,Dude just saw a parked car with its sunroof popped up. Sux,FALSE
ham,Get ready to put on your excellent sub face :),FALSE
ham,Tmrw. Im finishing 9 doors,FALSE
ham,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",FALSE
ham,I am late. I will be there at,FALSE
ham,"whatever, im pretty pissed off.",FALSE
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,FALSE
ham,I dont have that much image in class.,FALSE
ham,No:-)i got rumour that you going to buy apartment in chennai:-),FALSE
ham,Near kalainar tv office.thenampet,FALSE
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,TRUE
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,TRUE
ham,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,FALSE
ham,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...",FALSE
ham,No. To be nosy I guess. Idk am I over reacting if I'm freaked?,FALSE
ham,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",FALSE
ham,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,FALSE
ham,"Why is that, princess? I bet the brothas are all chasing you!",FALSE
ham,"I shall book chez jules for half eight, if that's ok with you?",FALSE
ham,Hhahhaahahah rofl wtf nig was leonardo in your room or something,FALSE
ham,"Yep, at derek's house now, see you Sunday &lt;3",FALSE
ham,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",FALSE
ham,"Sorry, I'll call later",FALSE
ham,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,FALSE
ham,There are no other charges after transfer charges and you can withdraw anyhow you like,FALSE
ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",FALSE
ham,At 4. Let's go to bill millers,FALSE
ham,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,FALSE
ham,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",FALSE
ham,That's my honeymoon outfit. :),FALSE
ham,Will it help if we propose going back again tomorrow,FALSE
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,TRUE
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,FALSE
ham,Pls confirm the time to collect the cheque.,FALSE
spam,As a Registered Subscriber yr draw 4 a å£100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,TRUE
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,TRUE
ham,Daddy will take good care of you :),FALSE
ham,"Yeah probably, I still gotta check out with leo",FALSE
ham,K.then any other special?,FALSE
ham,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass,FALSE
ham,Ok pa. Nothing problem:-),FALSE
ham,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?!,FALSE
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",FALSE
ham,When you came to hostel.,FALSE
ham,Ok no prob... I'll come after lunch then...,FALSE
ham,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,FALSE
ham,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,FALSE
ham,You all ready for * big day tomorrow?,FALSE
ham,I'll probably be around mu a lot,FALSE
ham,645,FALSE
spam,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,TRUE
ham,Thnx dude. u guys out 2nite?,FALSE
ham,Me sef dey laugh you. Meanwhile how's my darling anjie!,FALSE
ham,Mm i had my food da from out,FALSE
ham,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",FALSE
ham,Did u download the fring app?,FALSE
ham,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible,FALSE
ham,Friends that u can stay on fb chat with,FALSE
ham,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...",FALSE
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-",FALSE
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,TRUE
ham,"Ah, well that confuses things, doesn‰Û÷t it?",FALSE
spam,500 free text msgs. Just text ok to 80488 and we'll credit your account,TRUE
ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,FALSE
ham,Dear how you. Are you ok?,FALSE
spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth å£350! To Claim, Call London 02072069400. Bx 526, SW73SS",TRUE
ham,Yes princess! I want to make you happy...,FALSE
ham,Sounds like you have many talents! would you like to go on a dinner date next week?,FALSE
ham,I am going to film 2day da. At 6pm. Sorry da.,FALSE
ham,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,FALSE
ham,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,FALSE
ham,Yesterday its with me only . Now am going home.,FALSE
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",TRUE
ham,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",FALSE
ham,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",FALSE
spam,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\""",TRUE
ham,Great comedy..cant stop laughing da:),FALSE
spam,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,TRUE
ham,"Alright, we're all set here, text the man",FALSE
ham,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",FALSE
ham,Sleeping nt feeling well,FALSE
ham,U WILL SWITCH YOUR FONE ON DAMMIT!!,FALSE
ham,India have to take lead:),FALSE
ham,I.ll post her out l8r. In class,FALSE
ham,Thts wat Wright Brother did to fly..,FALSE
ham,"Evening * v good if somewhat event laden. Will fill you in, don't you worry ‰Û_ Head * ok but throat * wrecked. See you at six then!",FALSE
ham,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),FALSE
ham,ITS A LAPTOP TAKE IT WITH YOU.,FALSE
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,FALSE
ham,I wan but too early lei... Me outside now wun b home so early... Neva mind then...,FALSE
spam,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",TRUE
ham,I was at bugis juz now wat... But now i'm walking home oredi... ÌÏ so late then reply... I oso saw a top dat i like but din buy... Where r Ì_ now? ,FALSE
ham,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",FALSE
ham,At 7 we will go ok na.,FALSE
ham,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),FALSE
ham,S:-)if we have one good partnership going we will take lead:),FALSE
spam,RGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50,TRUE
ham,"Yeah, where's your class at?",FALSE
ham,No just send to you. Bec you in temple na.,FALSE
ham,"You aren't coming home between class, right? I need to work out and shower!",FALSE
spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Callså£1/minMobsmoreLKPOBOX177HP51FL,TRUE
ham,S but mostly not like that.,FALSE
ham,ÌÏ v ma fan...,FALSE
ham,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,FALSE
ham,Guess who spent all last night phasing in and out of the fourth dimension,FALSE
ham,So now my dad is gonna call after he gets out of work and ask all these crazy questions.,FALSE
ham,"Yes..but they said its IT.,",FALSE
ham,Very hurting n meaningful lines ever: \I compromised everything for my love,FALSE
ham,Lmao!nice 1,FALSE
ham,Glad to see your reply.,FALSE
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,TRUE
spam,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,TRUE
ham,Nah dub but je still buff,FALSE
ham,Painful words- \I thought being Happy was the most toughest thing on Earth... But,FALSE
ham,"Yeah, that's fine! It's å£6 to get in, is that ok?",FALSE
ham,Lol where do u come up with these ideas?,FALSE
